,Pokemon_A,Pokemon_B,Winner
6321,475,15,475
6322,568,69,69
6323,680,728,728
6324,24,635,24
6325,424,725,424
6326,301,391,301
6327,697,359,697
6328,503,680,503
6329,48,196,48
6330,348,458,348
6331,371,241,371
6332,275,139,275
6333,469,185,469
6334,533,276,276
6335,567,141,141
6336,96,322,322
6337,35,639,35
6338,337,45,337
6339,488,656,656
6340,242,322,242
6341,705,599,705
6342,398,789,398
6343,605,276,276
6344,268,357,357
6345,10,770,770
6346,12,4,4
6347,206,58,58
6348,729,532,532
6349,213,166,166
6350,76,559,559
6351,645,353,645
6352,174,159,159
6353,257,549,549
6354,468,101,101
6355,514,265,265
6356,333,471,333
6357,71,140,71
6358,354,452,452
6359,347,23,23
6360,341,333,341
6361,159,429,429
6362,730,714,714
6363,394,700,394
6364,490,46,490
6365,61,351,61
6366,603,249,249
6367,234,785,234
6368,151,393,393
6369,488,653,653
6370,731,720,731
6371,78,777,777
6372,139,565,139
6373,764,44,44
6374,338,242,242
6375,677,540,540
6376,797,96,797
6377,323,692,692
6378,518,472,472
6379,575,143,575
6380,77,54,77
6381,646,57,57
6382,29,253,253
6383,154,93,154
6384,343,563,343
6385,117,552,552
6386,703,66,703
6387,236,647,647
6388,601,550,550
6389,344,510,344
6390,128,620,128
6391,786,670,786
6392,677,314,677
6393,611,485,611
6394,416,277,416
6395,687,129,687
6396,467,214,467
6397,130,623,623
6398,555,355,355
6399,417,256,417
6400,769,278,278
6401,75,731,731
6402,537,544,544
6403,542,725,542
6404,42,512,42
6405,174,697,697
6406,311,16,16
6407,493,352,493
6408,425,164,164
6409,64,215,64
6410,611,645,611
6411,702,630,702
6412,7,625,7
6413,551,274,551
6414,368,392,368
6415,555,263,263
6416,150,664,664
6417,127,541,541
6418,15,10,10
6419,556,431,431
6420,437,196,437
6421,56,403,56
6422,201,616,616
6423,796,269,269
6424,514,209,209
6425,362,391,362
6426,278,523,523
6427,427,306,427
6428,679,451,679
6429,319,757,757
6430,115,471,115
6431,779,498,498
6432,540,145,540
6433,372,337,337
6434,688,757,688
6435,437,262,437
6436,680,490,490
6437,202,441,202
6438,565,173,565
6439,619,353,619
6440,170,656,656
6441,480,483,480
6442,694,576,694
6443,427,501,427
6444,791,408,791
6445,686,149,686
6446,253,488,488
6447,466,92,466
6448,534,54,534
6449,586,695,695
6450,681,244,244
6451,634,781,634
6452,672,418,418
6453,120,244,244
6454,39,353,39
6455,233,153,153
6456,241,418,418
6457,489,163,163
6458,85,667,85
6459,696,793,793
6460,768,232,232
6461,589,473,473
6462,701,490,701
6463,464,41,464
6464,230,796,230
6465,378,613,613
6466,48,674,674
6467,618,773,773
6468,333,484,484
6469,206,611,611
6470,68,199,68
6471,282,242,242
6472,453,215,453
6473,736,21,736
6474,645,572,572
6475,600,6,600
6476,432,234,234
6477,575,560,560
6478,549,645,549
6479,623,64,623
6480,158,644,158
6481,529,342,342
6482,429,538,429
6483,431,45,431
6484,223,648,648
6485,796,171,171
6486,575,421,421
6487,547,224,547
6488,489,28,28
6489,360,652,652
6490,41,318,41
6491,437,516,437
6492,578,757,757
6493,546,62,546
6494,689,329,689
6495,378,274,274
6496,645,663,663
6497,66,93,93
6498,670,539,539
6499,622,687,687
6500,89,148,148
6501,54,153,153
6502,170,410,410
6503,210,776,776
6504,388,277,388
6505,410,487,410
6506,643,339,339
6507,407,110,110
6508,486,554,554
6509,481,255,481
6510,710,482,710
6511,246,291,246
6512,551,632,551
6513,64,93,93
6514,353,212,212
6515,527,454,527
6516,629,304,629
6517,113,108,108
6518,631,151,631
6519,256,581,581
6520,358,183,358
6521,222,761,222
6522,432,521,432
6523,223,629,629
6524,737,135,135
6525,97,135,135
6526,453,471,453
6527,289,293,293
6528,192,137,137
6529,390,777,777
6530,444,717,717
6531,301,488,301
6532,156,361,156
6533,278,532,532
6534,695,620,620
6535,370,155,155
6536,514,593,514
6537,124,450,124
6538,338,113,338
6539,241,226,241
6540,368,274,274
6541,141,184,184
6542,709,576,576
6543,740,365,740
6544,529,584,529
6545,142,13,142
6546,206,295,206
6547,76,443,443
6548,225,556,556
6549,644,543,543
6550,686,608,608
6551,273,623,623
6552,486,770,770
6553,336,750,336
6554,149,502,502
6555,157,222,157
6556,452,727,727
6557,407,13,13
6558,224,333,333
6559,771,487,771
6560,541,756,541
6561,105,210,105
6562,593,222,222
6563,2,597,597
6564,478,696,478
6565,261,744,261
6566,218,797,797
6567,200,25,25
6568,274,685,685
6569,788,321,788
6570,648,581,581
6571,550,246,550
6572,343,172,172
6573,642,554,554
6574,723,259,259
6575,671,145,671
6576,9,55,9
6577,700,343,700
6578,794,655,794
6579,651,779,779
6580,370,403,370
6581,412,489,412
6582,44,118,44
6583,615,258,258
6584,130,678,130
6585,450,533,533
6586,54,343,343
6587,783,786,786
6588,523,596,596
6589,589,143,589
6590,439,743,743
6591,280,22,280
6592,258,410,410
6593,75,581,581
6594,759,727,727
6595,332,5,5
6596,737,615,737
6597,634,726,726
6598,5,646,646
6599,693,331,693
6600,19,549,549
6601,646,181,181
6602,588,489,588
6603,136,577,136
6604,601,234,234
6605,167,57,57
6606,579,210,579
6607,429,757,429
6608,390,214,214
6609,69,643,643
6610,271,543,271
6611,244,137,137
6612,357,595,595
6613,404,297,404
6614,446,745,745
6615,217,742,742
6616,51,617,617
6617,613,405,613
6618,316,788,316
6619,697,131,131
6620,249,122,249
6621,723,156,156
6622,580,165,165
6623,193,797,797
6624,217,715,715
6625,712,92,712
6626,578,687,687
6627,634,597,634
6628,210,757,757
6629,328,152,152
6630,299,296,299
6631,226,577,226
6632,739,370,370
6633,745,576,576
6634,15,277,277
6635,61,574,574
6636,230,75,230
6637,660,113,113
6638,413,513,513
6639,605,639,605
6640,436,202,202
6641,250,424,424
6642,39,626,39
6643,103,720,103
6644,129,51,129
6645,677,377,677
6646,778,613,778
6647,722,786,786
6648,225,127,127
6649,166,271,166
6650,689,145,689
6651,682,19,682
6652,474,668,474
6653,552,544,552
6654,326,632,326
6655,394,443,394
6656,15,155,155
6657,584,24,24
6658,732,476,732
6659,240,536,536
6660,386,167,167
6661,2,657,657
6662,747,346,747
6663,203,564,203
6664,26,321,26
6665,316,722,316
6666,445,515,515
6667,594,786,786
6668,57,277,57
6669,164,676,164
6670,735,513,513
6671,175,147,147
6672,415,732,732
6673,584,669,669
6674,674,729,674
6675,476,241,476
6676,158,778,158
6677,723,653,723
6678,152,496,152
6679,351,30,30
6680,57,229,57
6681,56,238,238
6682,56,524,524
6683,480,268,480
6684,52,136,136
6685,698,37,37
6686,72,311,311
6687,177,154,154
6688,348,484,484
6689,625,603,603
6690,392,345,345
6691,191,340,340
6692,198,282,282
6693,510,783,783
6694,213,347,213
6695,679,96,679
6696,573,662,573
6697,232,421,421
6698,325,320,320
6699,672,574,574
6700,166,51,166
6701,172,471,172
6702,576,72,72
6703,440,373,373
6704,741,316,316
6705,327,85,85
6706,576,32,32
6707,498,293,498
6708,583,708,583
6709,68,499,499
6710,424,147,147
6711,380,756,380
6712,280,273,280
6713,2,417,2
6714,727,568,727
6715,341,103,103
6716,310,761,310
6717,526,509,526
6718,520,410,410
6719,698,753,698
6720,408,752,752
6721,437,285,437
6722,417,6,6
6723,234,238,234
6724,96,260,96
6725,74,559,559
6726,594,715,715
6727,212,361,212
6728,299,201,299
6729,658,262,658
6730,784,729,729
6731,242,732,732
6732,162,222,162
6733,54,134,134
6734,289,744,744
6735,162,276,276
6736,776,735,735
6737,11,692,692
6738,520,75,520
6739,735,788,735
6740,513,755,513
6741,662,579,662
6742,193,434,193
6743,61,777,61
6744,497,354,497
6745,525,219,219
6746,536,37,536
6747,155,172,155
6748,20,538,20
6749,184,533,184
6750,168,483,483
6751,709,290,709
6752,796,336,336
6753,674,367,674
6754,436,347,436
6755,306,211,306
6756,720,354,720
6757,403,746,746
6758,572,648,572
6759,80,158,158
6760,715,115,715
6761,124,724,724
6762,241,728,728
6763,120,778,778
6764,611,651,651
6765,237,554,554
6766,670,723,723
6767,152,156,152
6768,166,490,166
6769,327,667,327
6770,626,634,634
6771,294,451,451
6772,357,386,357
6773,513,776,513
6774,217,312,217
6775,775,508,508
6776,543,248,248
6777,573,119,573
6778,414,283,414
6779,569,13,13
6780,342,681,342
6781,537,786,786
6782,591,536,536
6783,157,578,157
6784,249,212,249
6785,506,254,254
6786,514,94,514
6787,741,774,774
6788,172,301,301
6789,201,673,673
6790,645,559,645
6791,475,700,700
6792,713,448,713
6793,237,629,629
6794,157,146,157
6795,425,758,425
6796,163,297,163
6797,674,651,674
6798,567,572,572
6799,12,139,139
6800,187,166,166
6801,37,392,37
6802,628,757,628
6803,619,190,619
6804,702,365,702
6805,44,427,427
6806,516,586,516
6807,84,152,84
6808,686,228,228
6809,309,681,681
6810,461,206,206
6811,127,422,422
6812,653,173,173
6813,354,98,98
6814,568,639,568
6815,226,562,562
6816,202,95,95
6817,40,170,40
6818,47,325,47
6819,662,695,662
6820,528,307,528
6821,79,552,552
6822,524,211,524
6823,405,26,26
6824,12,799,799
6825,50,437,437
6826,430,568,430
6827,72,187,72
6828,399,68,68
6829,584,779,779
6830,260,329,260
6831,651,423,423
6832,520,712,712
6833,632,415,632
6834,745,91,745
6835,142,314,314
6836,649,445,649
6837,723,69,69
6838,121,324,121
6839,562,684,684
6840,646,789,646
6841,159,488,159
6842,565,233,565
6843,239,468,239
6844,481,57,57
6845,544,50,544
6846,643,211,643
6847,499,407,499
6848,348,456,348
6849,476,16,476
6850,236,238,236
6851,62,124,124
6852,176,414,414
6853,201,76,76
6854,594,498,498
6855,341,427,427
6856,114,62,62
6857,260,516,516
6858,381,350,350
6859,465,123,465
6860,308,697,697
6861,414,428,414
6862,603,110,110
6863,73,302,73
6864,559,766,766
6865,146,223,223
6866,646,84,84
6867,393,420,420
6868,322,220,322
6869,550,192,550
6870,369,413,413
6871,185,658,658
6872,739,659,739
6873,673,799,799
6874,618,794,794
6875,645,488,488
6876,30,246,30
6877,337,25,337
6878,779,522,522
6879,738,144,144
6880,105,709,709
6881,15,597,597
6882,80,326,80
6883,772,382,772
6884,634,731,731
6885,359,799,799
6886,534,362,362
6887,137,415,137
6888,232,309,232
6889,155,298,155
6890,336,327,336
6891,322,553,553
6892,27,609,27
6893,504,10,504
6894,128,749,749
6895,323,272,272
6896,565,437,437
6897,678,256,256
6898,727,78,727
6899,308,465,465
6900,148,543,543
6901,279,643,643
6902,746,731,731
6903,452,233,233
6904,634,246,634
6905,754,740,740
6906,759,24,24
6907,132,564,132
6908,581,483,581
6909,636,587,587
6910,95,706,706
6911,191,92,92
6912,562,212,212
6913,561,681,681
6914,594,679,679
6915,318,557,557
6916,771,690,690
6917,59,318,59
6918,700,375,700
6919,552,334,552
6920,266,199,266
6921,508,456,508
6922,608,562,608
6923,735,605,735
6924,778,450,778
6925,47,45,47
6926,336,792,792
6927,701,406,701
6928,713,532,713
6929,231,701,701
6930,29,274,274
6931,80,536,80
6932,463,75,463
6933,83,482,482
6934,769,645,645
6935,109,157,109
6936,498,709,709
6937,11,660,11
6938,504,534,534
6939,567,788,567
6940,501,462,462
6941,463,371,371
6942,482,189,482
6943,438,207,438
6944,740,421,421
6945,418,375,418
6946,766,651,651
6947,580,344,344
6948,227,333,333
6949,174,658,658
6950,630,118,630
6951,49,758,758
6952,200,238,200
6953,762,619,619
6954,521,593,521
6955,432,242,432
6956,209,297,209
6957,416,396,396
6958,403,1,403
6959,273,400,273
6960,582,222,582
6961,494,402,494
6962,35,9,9
6963,749,381,381
6964,144,701,701
6965,75,589,589
6966,402,63,63
6967,572,776,572
6968,287,330,287
6969,382,100,100
6970,43,464,43
6971,635,539,635
6972,735,547,735
6973,635,39,635
6974,587,94,587
6975,147,582,147
6976,753,619,619
6977,719,540,540
6978,531,409,531
6979,160,779,160
6980,130,543,130
6981,546,658,658
6982,230,655,230
6983,168,127,127
6984,725,3,3
6985,644,665,644
6986,792,271,792
6987,620,281,620
6988,408,675,408
6989,768,496,768
6990,575,38,575
6991,772,252,772
6992,241,55,55
6993,395,61,61
6994,545,147,147
6995,525,43,525
6996,146,379,146
6997,175,760,175
6998,738,73,738
6999,644,34,34
7000,748,349,748
7001,609,154,154
7002,712,185,712
7003,475,247,475
7004,730,12,12
7005,682,775,682
7006,131,787,131
7007,455,678,455
7008,157,570,570
7009,54,711,711
7010,168,361,361
7011,429,476,429
7012,154,524,154
7013,759,425,425
7014,362,540,540
7015,122,792,792
7016,16,596,16
7017,65,60,65
7018,422,47,422
7019,481,376,481
7020,316,437,316
7021,21,481,481
7022,661,195,195
7023,548,366,366
7024,171,507,171
7025,510,696,696
7026,103,476,103
7027,154,472,154
7028,508,323,508
7029,2,617,2
7030,595,202,202
7031,27,504,27
7032,722,439,722
7033,72,9,72
7034,260,348,260
7035,454,605,454
7036,535,468,535
7037,93,48,93
7038,369,619,369
7039,696,547,547
7040,482,444,444
7041,8,427,427
7042,703,702,703
7043,796,140,796
7044,447,11,11
7045,573,205,205
7046,735,429,429
7047,74,688,688
7048,397,192,397
7049,10,373,373
7050,504,253,253
7051,61,316,316
7052,120,354,354
7053,332,76,76
7054,192,109,109
7055,298,367,367
7056,404,103,103
7057,87,542,542
7058,328,386,386
7059,416,240,240
7060,603,125,125
7061,745,348,745
7062,200,446,446
7063,640,600,600
7064,721,649,649
7065,389,120,120
7066,652,322,322
7067,306,785,785
7068,70,660,660
7069,192,405,405
7070,524,652,524
7071,157,454,157
7072,691,511,511
7073,257,563,563
7074,740,700,700
7075,710,126,710
7076,242,374,242
7077,352,15,352
7078,329,176,329
7079,469,656,469
7080,419,565,419
7081,308,562,308
7082,409,747,747
7083,302,505,505
7084,244,432,432
7085,219,375,219
7086,558,26,26
7087,537,213,537
7088,397,288,288
7089,97,590,590
7090,209,384,209
7091,174,205,205
7092,559,468,559
7093,10,688,688
7094,250,99,250
7095,556,759,556
7096,81,586,586
7097,160,521,521
7098,682,513,513
7099,243,316,316
7100,572,780,572
7101,211,566,566
7102,483,701,701
7103,224,534,534
7104,594,585,594
7105,85,167,85
7106,355,193,193
7107,417,742,742
7108,440,752,752
7109,785,599,785
7110,121,767,767
7111,777,49,777
7112,295,725,725
7113,328,704,704
7114,747,183,747
7115,49,80,80
7116,560,445,560
7117,440,515,515
7118,118,313,313
7119,151,41,151
7120,488,197,488
7121,36,159,159
7122,547,614,614
7123,571,59,59
7124,336,329,336
7125,147,694,147
7126,348,333,333
7127,277,373,373
7128,333,614,614
7129,44,60,44
7130,15,534,534
7131,365,94,365
7132,713,140,713
7133,563,582,582
7134,305,638,638
7135,361,371,371
7136,80,318,80
7137,709,153,709
7138,704,134,704
7139,774,74,774
7140,66,496,496
7141,563,324,563
7142,144,585,585
7143,252,747,747
7144,263,254,263
7145,458,787,787
7146,671,675,671
7147,187,412,187
7148,506,672,672
7149,633,352,633
7150,683,410,410
7151,741,39,39
7152,60,3,3
7153,534,158,158
7154,793,389,793
7155,395,432,432
7156,630,442,630
7157,49,634,634
7158,249,353,249
7159,203,5,5
7160,577,222,222
7161,525,19,525
7162,341,40,341
7163,163,513,163
7164,449,542,542
7165,510,550,550
7166,216,572,572
7167,444,538,444
7168,137,308,137
7169,245,798,798
7170,515,466,466
7171,395,327,327
7172,162,672,162
7173,305,319,319
7174,570,308,570
7175,638,477,477
7176,622,36,622
7177,3,380,3
7178,119,378,119
7179,9,314,314
7180,335,334,335
7181,10,130,130
7182,377,257,377
7183,140,760,760
7184,3,781,3
7185,418,436,418
7186,526,342,342
7187,703,409,703
7188,617,534,534
7189,376,340,340
7190,85,708,85
7191,628,745,745
7192,499,64,499
7193,548,563,548
7194,70,297,70
7195,618,681,681
7196,758,41,758
7197,349,736,349
7198,550,523,550
7199,496,516,516
7200,235,141,141
7201,42,512,42
7202,148,461,148
7203,560,225,560
7204,481,476,481
7205,271,551,551
7206,455,221,455
7207,258,576,576
7208,58,504,58
7209,566,134,134
7210,748,74,748
7211,234,404,234
7212,76,739,739
7213,192,352,192
7214,468,159,159
7215,259,150,259
7216,382,358,358
7217,496,142,142
7218,29,282,29
7219,407,723,723
7220,590,155,155
7221,492,749,492
7222,129,498,498
7223,721,75,721
7224,340,466,340
7225,793,142,793
7226,43,687,687
7227,201,53,53
7228,23,591,23
7229,31,570,570
7230,29,717,717
7231,74,40,40
7232,249,75,249
7233,749,79,749
7234,63,229,63
7235,461,140,461
7236,697,408,697
7237,301,290,301
7238,287,618,618
7239,378,58,58
7240,347,524,524
7241,206,2,206
7242,327,203,203
7243,282,337,337
7244,409,207,409
7245,39,11,39
7246,606,564,606
7247,205,654,205
7248,49,316,316
7249,560,194,560
7250,696,740,740
7251,646,82,646
7252,98,52,98
7253,513,453,513
7254,333,737,737
7255,572,291,572
7256,789,705,705
7257,684,128,128
7258,557,168,557
7259,90,304,90
7260,533,687,533
7261,411,521,521
7262,474,581,581
7263,74,33,74
7264,73,580,580
7265,136,699,699
7266,497,18,497
7267,508,335,508
7268,141,74,141
7269,364,781,364
7270,312,689,689
7271,750,61,61
7272,731,91,731
7273,615,582,582
7274,214,299,214
7275,522,572,572
7276,173,127,127
7277,353,177,177
7278,594,348,348
7279,575,105,575
7280,437,154,154
7281,603,169,603
7282,494,312,494
7283,456,533,533
7284,537,234,234
7285,287,566,287
7286,151,404,151
7287,452,102,102
7288,155,348,155
7289,276,32,276
7290,606,245,606
7291,466,308,466
7292,269,170,269
7293,463,498,498
7294,252,395,252
7295,570,292,570
7296,20,300,20
7297,56,293,56
7298,623,786,786
7299,108,612,108
7300,680,611,611
7301,714,707,714
7302,10,189,10
7303,295,128,128
7304,697,290,697
7305,762,61,61
7306,49,360,49
7307,237,131,131
7308,573,73,573
7309,307,429,429
7310,72,672,672
7311,683,518,518
7312,206,253,206
7313,745,148,745
7314,403,510,403
7315,346,419,419
7316,287,646,646
7317,86,173,173
7318,501,697,697
7319,14,532,532
7320,94,355,94
7321,435,361,361
7322,611,645,611
7323,592,89,592
7324,549,655,549
7325,232,309,232
7326,44,500,44
7327,549,85,85
7328,589,388,388
7329,145,680,145
7330,479,755,479
7331,15,440,440
7332,278,730,730
7333,146,507,507
7334,763,478,478
7335,752,427,427
7336,170,679,679
7337,599,398,398
7338,13,435,13
7339,566,330,566
7340,444,39,444
7341,320,798,798
7342,441,590,590
7343,118,537,537
7344,217,690,690
7345,418,120,418
7346,134,660,660
7347,183,377,377
7348,500,629,629
7349,499,477,477
7350,731,737,737
7351,103,134,103
7352,678,707,707
7353,375,389,375
7354,650,551,551
7355,145,509,145
7356,428,611,611
7357,492,518,518
7358,403,148,148
7359,593,503,503
7360,85,458,85
7361,42,423,423
7362,545,419,419
7363,93,66,93
7364,746,768,768
7365,556,145,556
7366,531,441,531
7367,285,685,685
7368,380,764,380
7369,782,722,722
7370,479,173,479
7371,766,580,766
7372,494,211,494
7373,782,761,782
7374,137,303,137
7375,393,622,393
7376,733,341,341
7377,513,288,513
7378,60,216,216
7379,17,271,271
7380,84,197,84
7381,621,273,273
7382,301,744,301
7383,229,167,229
7384,313,189,313
7385,89,736,736
7386,292,605,605
7387,273,274,274
7388,646,662,646
7389,673,719,673
7390,159,650,159
7391,754,228,228
7392,614,67,614
7393,3,474,474
7394,795,613,795
7395,119,431,431
7396,726,476,476
7397,276,174,276
7398,148,76,148
7399,369,3,3
7400,217,565,565
7401,411,636,636
7402,45,6,6
7403,227,199,227
7404,601,780,780
7405,202,659,202
7406,292,592,592
7407,606,776,606
7408,490,800,490
7409,750,461,461
7410,40,670,40
7411,690,720,690
7412,134,522,522
7413,305,52,305
7414,642,293,293
7415,199,685,199
7416,218,132,132
7417,754,606,606
7418,753,246,246
7419,257,568,568
7420,197,349,349
7421,115,154,154
7422,575,415,575
7423,51,106,106
7424,645,480,480
7425,157,411,157
7426,129,703,703
7427,581,531,531
7428,684,660,684
7429,254,474,254
7430,470,378,470
7431,717,741,717
7432,688,552,552
7433,700,522,700
7434,129,724,724
7435,273,42,273
7436,326,580,326
7437,127,580,127
7438,31,550,550
7439,377,719,377
7440,152,764,764
7441,740,764,740
7442,625,222,222
7443,648,15,648
7444,368,181,368
7445,794,248,794
7446,693,105,693
7447,532,156,156
7448,773,33,773
7449,341,584,584
7450,458,99,99
7451,794,272,272
7452,714,126,714
7453,619,170,170
7454,764,276,276
7455,229,78,78
7456,773,262,773
7457,639,637,637
7458,477,674,477
7459,385,291,291
7460,227,205,205
7461,619,114,619
7462,510,102,102
7463,425,346,425
7464,8,256,8
7465,399,87,87
7466,630,451,451
7467,335,358,358
7468,71,558,71
7469,790,526,526
7470,640,50,50
7471,646,725,646
7472,423,710,710
7473,800,191,800
7474,690,490,490
7475,596,514,596
7476,402,411,402
7477,507,711,711
7478,749,188,188
7479,774,58,58
7480,768,681,768
7481,449,641,449
7482,591,692,692
7483,599,700,700
7484,518,775,518
7485,179,210,179
7486,159,453,453
7487,355,376,355
7488,529,652,529
7489,461,177,177
7490,291,273,273
7491,504,124,124
7492,479,797,797
7493,663,513,513
7494,134,761,761
7495,69,554,554
7496,100,204,204
7497,432,754,432
7498,85,364,85
7499,479,91,479
7500,680,758,758
7501,799,97,799
7502,44,343,44
7503,69,121,121
7504,598,179,179
7505,495,761,495
7506,5,269,269
7507,99,14,99
7508,144,360,360
7509,572,219,572
7510,776,721,721
7511,492,226,492
7512,606,70,606
7513,292,745,745
7514,658,530,658
7515,266,636,636
7516,188,444,444
7517,556,90,556
7518,222,51,51
7519,43,192,192
7520,245,167,245
7521,535,475,535
7522,141,798,141
7523,497,125,125
7524,659,724,659
7525,738,522,522
7526,130,589,130
7527,622,64,64
7528,17,518,518
7529,103,418,103
7530,371,418,418
7531,543,787,543
7532,214,39,214
7533,396,522,522
7534,126,741,126
7535,645,498,498
7536,577,201,201
7537,246,180,246
7538,658,492,658
7539,174,392,392
7540,131,122,131
7541,136,524,524
7542,60,26,26
7543,671,436,671
7544,750,438,438
7545,120,10,10
7546,632,452,632
7547,273,5,273
7548,591,27,27
7549,533,757,533
7550,604,599,604
7551,736,247,736
7552,641,301,301
7553,572,186,572
7554,535,367,535
7555,518,521,521
7556,796,784,796
7557,403,323,403
7558,601,359,359
7559,77,543,543
7560,132,81,132
7561,444,413,444
7562,437,574,574
7563,141,157,157
7564,587,194,587
7565,426,185,426
7566,602,488,488
7567,283,594,283
7568,461,252,252
7569,396,470,396
7570,118,326,326
7571,440,651,651
7572,16,335,16
7573,649,528,528
7574,390,225,225
7575,701,328,701
7576,370,141,141
7577,761,85,85
7578,703,68,703
7579,611,757,611
7580,644,33,644
7581,323,689,689
7582,400,793,793
7583,678,244,244
7584,210,522,522
7585,297,752,752
7586,753,325,325
7587,659,345,659
7588,554,599,554
7589,693,167,693
7590,771,737,737
7591,585,482,585
7592,307,477,477
7593,172,149,172
7594,436,330,436
7595,38,19,19
7596,15,635,635
7597,130,89,130
7598,521,400,521
7599,129,791,129
7600,42,661,42
7601,646,91,646
7602,547,712,712
7603,195,76,195
7604,732,511,732
7605,286,696,286
7606,7,681,7
7607,709,717,717
7608,554,357,554
7609,362,587,362
7610,446,60,446
7611,339,668,339
7612,401,437,437
7613,535,309,535
7614,786,332,786
7615,696,714,714
7616,697,130,697
7617,7,105,7
7618,102,565,102
7619,13,327,13
7620,288,585,585
7621,247,213,213
7622,324,89,89
7623,684,323,684
7624,357,793,793
7625,107,420,420
7626,126,202,202
7627,452,733,452
7628,427,533,427
7629,542,683,542
7630,657,522,522
7631,747,130,747
7632,11,649,649
7633,667,477,477
7634,141,241,141
7635,392,319,392
7636,635,743,635
7637,748,608,608
7638,636,572,572
7639,226,110,226
7640,614,313,614
7641,31,240,31
7642,231,510,510
7643,581,533,581
7644,652,741,741
7645,146,1,146
7646,191,379,379
7647,486,38,38
7648,555,645,555
7649,726,55,726
7650,281,518,518
7651,182,350,350
7652,140,701,701
7653,465,122,465
7654,364,492,364
7655,552,611,552
7656,759,505,505
7657,504,345,345
7658,545,274,274
7659,142,303,142
7660,17,380,380
7661,364,466,466
7662,143,32,32
7663,636,535,535
7664,235,64,64
7665,666,395,666
7666,302,89,302
7667,200,149,200
7668,535,326,535
7669,697,300,697
7670,785,472,472
7671,156,19,19
7672,622,704,704
7673,616,463,616
7674,707,198,707
7675,343,623,623
7676,557,787,557
7677,642,510,642
7678,614,295,614
7679,522,526,522
7680,88,702,702
7681,241,761,241
7682,421,673,421
7683,799,702,702
7684,695,221,221
7685,648,317,648
7686,361,741,361
7687,178,84,84
7688,94,651,651
7689,619,539,539
7690,204,108,204
7691,485,206,206
7692,91,790,91
7693,226,638,638
7694,667,181,181
7695,621,53,621
7696,241,422,422
7697,181,212,212
7698,179,488,179
7699,212,309,212
7700,272,148,272
7701,337,239,337
7702,650,410,410
7703,563,60,563
7704,403,172,172
7705,50,137,137
7706,772,47,772
7707,87,703,703
7708,331,400,400
7709,587,380,380
7710,218,332,332
7711,284,23,23
7712,693,563,563
7713,422,402,422
7714,635,25,635
7715,3,110,110
7716,307,16,307
7717,414,616,414
7718,658,373,658
7719,643,130,643
7720,391,323,391
7721,457,731,731
7722,530,771,771
7723,159,37,159
7724,672,220,672
7725,221,238,221
7726,787,405,787
7727,787,478,478
7728,544,427,427
7729,126,400,126
7730,448,208,448
7731,572,307,307
7732,587,663,663
7733,714,544,714
7734,296,761,296
7735,782,126,126
7736,432,521,432
7737,73,52,73
7738,220,634,634
7739,497,665,497
7740,466,442,466
7741,3,325,3
7742,210,634,634
7743,433,359,359
7744,665,457,665
7745,321,57,57
7746,122,398,398
7747,246,734,246
7748,243,558,558
7749,770,459,770
7750,429,722,429
7751,389,764,764
7752,144,32,32
7753,704,481,704
7754,736,299,299
7755,671,373,671
7756,671,286,671
7757,613,139,139
7758,224,790,790
7759,563,401,563
7760,274,572,572
7761,686,575,575
7762,662,480,480
7763,613,353,613
7764,492,626,492
7765,132,445,132
7766,22,254,254
7767,201,719,719
7768,50,14,14
7769,458,713,713
7770,295,269,269
7771,404,451,451
7772,659,38,38
7773,562,597,597
7774,786,376,786
7775,430,508,430
7776,345,476,476
7777,138,519,138
7778,573,513,513
7779,267,139,139
7780,560,241,560
7781,380,184,184
7782,725,215,725
7783,465,74,74
7784,554,280,280
7785,620,775,620
7786,488,367,367
7787,362,124,362
7788,645,87,645
7789,652,613,613
7790,469,642,469
7791,129,239,129
7792,796,495,495
7793,81,419,419
7794,652,115,115
7795,328,465,465
7796,65,593,65
7797,794,507,794
7798,379,627,379
7799,634,718,718
7800,311,38,311
7801,13,720,13
7802,112,799,799
7803,564,433,564
7804,665,411,665
7805,239,439,239
7806,279,168,279
7807,539,776,539
7808,97,766,97
7809,366,410,410
7810,409,355,409
7811,677,553,553
7812,558,355,558
7813,798,468,468
7814,18,777,777
7815,146,159,159
7816,745,302,745
7817,286,124,124
7818,774,694,694
7819,436,189,436
7820,652,400,400
7821,652,776,776
7822,614,347,614
7823,321,370,370
7824,437,524,524
7825,243,283,283
7826,359,121,121
7827,526,303,526
7828,31,306,31
7829,407,593,407
7830,762,691,691
7831,564,388,388
7832,441,467,467
7833,628,483,483
7834,106,728,106
7835,295,170,170
7836,779,199,199
7837,728,173,728
7838,230,169,169
7839,326,239,326
7840,699,264,264
7841,413,92,92
7842,210,592,592
7843,523,242,242
7844,783,481,481
7845,132,646,132
7846,527,677,677
7847,129,797,797
7848,519,758,519
7849,303,84,84
7850,778,378,778
7851,30,174,30
7852,634,723,634
7853,798,177,177
7854,150,763,763
7855,339,167,339
7856,613,216,216
7857,720,199,720
7858,531,51,531
7859,336,410,410
7860,270,350,270
7861,661,532,532
7862,785,367,785
7863,108,540,540
7864,261,22,261
7865,433,59,59
7866,321,226,226
7867,185,19,19
7868,306,500,306
7869,589,698,589
7870,233,91,233
7871,509,796,796
7872,768,252,768
7873,274,182,274
